season	category	title	status	note	best	best_reported	checked	have	source	released	description
2	Main Show	The Planet of Decision	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.67 GB	1965-06-26	The Daleks build a time machine and send a crew after the TARDIS with orders to exterminate its occupants. The pursuit runs across a desert, a haunted house and the Empire State Building, and the travellers cannot stop running.
2	Main Show	The Watcher	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.48 GB	1965-07-03	In Northumbria in 1066 a monk keeps a gramophone in his monastery and takes a close interest in the Viking fleet. He is another of the Doctor's own people, and he means to change how the year turns out.
2	Main Show	The Meddling Monk	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.80 GB	1965-07-10	In Northumbria in 1066 a monk keeps a gramophone in his monastery and takes a close interest in the Viking fleet. He is another of the Doctor's own people, and he means to change how the year turns out.
2	Main Show	A Battle of Wits	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.56 GB	1965-07-17	In Northumbria in 1066 a monk keeps a gramophone in his monastery and takes a close interest in the Viking fleet. He is another of the Doctor's own people, and he means to change how the year turns out.
2	Main Show	Checkmate	ok		1080p Blu-ray, The Collection season 2, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 2, December 2022, six discs, VidFIRE motion restoration, with optional CGI-effects versions of some episodes. No UHD release exists and none is announced	2026-09-21	1920x1080 25fps DTS	The Collection season 2 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 1.44 GB	1965-07-24	In Northumbria in 1066 a monk keeps a gramophone in his monastery and takes a close interest in the Viking fleet. He is another of the Doctor's own people, and he means to change how the year turns out.
2	Minisode	The Storyteller	ok		1080p YouTube, official @DoctorWho channel	1080p25 H.264 on the official @DoctorWho channel (_UaZTZ6qBQo). A webcast promo for the Season 2 set, never on the disc itself, so the upload is the release	2026-09-21	1920x1080 25fps AAC	YouTube | official @DoctorWho channel, _UaZTZ6qBQo, 1080p25 H.264 AAC. The upload is the announcement trailer, so the minisode is cut out of it at 190.88 s, one frame before the voiceover says "Doctor Who"; the disc never carried it. Subtitle generated, the upload has none	2022-08-16	
3	Animated Restoration	Four Hundred Dawns	ok		1080p iPlayer, original version, H.264 AAC	1080p on BBC iPlayer, original version, PID p0ghdp1p, expires Sep 2031. No UHD and no better transfer reported	2026-09-21	1920x1080 50fps AAC	get_iplayer | original version, PID p0ghdp1p, dashfhd1, 1920x1080 50fps H.264 AAC 2.0, 2.82 Mbps, 488 MB. The BBC subtitle track alongside it, house-styled	1965-09-11	Two crashed ships face each other on a dying planet, one crewed by the beautiful Drahvins and one by the reptilian Rills. Each side asks the travellers for help, and the planet has days left before it tears itself apart.
3	Animated Restoration	Trap of Steel	ok		1080p iPlayer, original version, H.264 AAC	1080p on BBC iPlayer, original version, PID p0ghdpmk, expires Sep 2031. No UHD and no better transfer reported	2026-09-21	1920x1080 50fps AAC	get_iplayer | original version, PID p0ghdpmk, dashfhd1, 1920x1080 50fps H.264 AAC 2.0, 2.65 Mbps, 513 MB. The BBC subtitle track alongside it, house-styled	1965-09-18	Two crashed ships face each other on a dying planet, one crewed by the beautiful Drahvins and one by the reptilian Rills. Each side asks the travellers for help, and the planet has days left before it tears itself apart.
3	Main Show	Air Lock	ok		1080p Blu-ray, the Galaxy 4 animated release	1080p Blu-ray. Galaxy 4 was animated for its 2021 release and the disc carries the one surviving live-action episode in HD alongside it. This is what the bucket already holds, at 1920x1080 with two subtitle tracks, so the row is at its target. iPlayer offers fhd only on the signed version, which is a composited render and not a better master	2026-09-21	1920x1080 25fps AAC	held before Sep 2026, provenance unrecorded | 1920x1080 H.264 AAC 2.0 with a second track, about 696 MB, 2 subtitle tracks inside	1965-09-25	Two crashed ships face each other on a dying planet, one crewed by the beautiful Drahvins and one by the reptilian Rills. Each side asks the travellers for help, and the planet has days left before it tears itself apart.
3	Animated Restoration	The Exploding Planet	ok		1080p iPlayer, original version, H.264 AAC	1080p on BBC iPlayer, original version, PID p0ghdq6c, expires Sep 2031. No UHD and no better transfer reported	2026-09-21	1920x1080 50fps AAC	get_iplayer | original version, PID p0ghdq6c, dashfhd1, 1920x1080 50fps H.264 AAC 2.0, 2.36 Mbps, 460 MB. The BBC subtitle track alongside it, house-styled	1965-10-02	Two crashed ships face each other on a dying planet, one crewed by the beautiful Drahvins and one by the reptilian Rills. Each side asks the travellers for help, and the planet has days left before it tears itself apart.
3	Main Show	Mission to the Unknown	missing	wiped by the BBC; soundtrack and stills survive; the 2019 recreation is a remake	stills and audio only	no BBC release. Mission to the Unknown was wiped and no telesnaps were taken of it, so stills and the off-air soundtrack are all that exist	2026-09-21	640x480 25fps AAC	held before Sep 2026, provenance unrecorded | 640x480 H.264 AAC 2.0, about 74 MB, no subtitle track	1965-10-09	A Space Security agent crashes on Kembel and finds the Daleks meeting the delegates of six galaxies. He has no ship, no help and no way to warn Earth, only a transmitter and very little time.
3	Main Show	Temple of Secrets	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only	no BBC release. The episode was wiped and has no animation, so John Cura telesnaps over the off-air soundtrack is the best that exists	2026-09-21	640x480 25fps AAC	held before Sep 2026, provenance unrecorded | 640x480 H.264 AAC 2.0, about 156 MB, no subtitle track	1965-10-16	Outside the walls of Troy the Doctor is taken for Zeus and pressed by the Greeks to find a way into the city. Vicki is inside among the Trojans, and the siege is in its tenth year with both sides out of patience.
3	Main Show	Small Prophet, Quick Return	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only	no BBC release. The episode was wiped and has no animation, so John Cura telesnaps over the off-air soundtrack is the best that exists	2026-09-21	640x480 25fps AAC	held before Sep 2026, provenance unrecorded | 640x480 H.264 AAC 2.0, about 153 MB, no subtitle track	1965-10-23	Outside the walls of Troy the Doctor is taken for Zeus and pressed by the Greeks to find a way into the city. Vicki is inside among the Trojans, and the siege is in its tenth year with both sides out of patience.
3	Main Show	Death of a Spy	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only	no BBC release. The episode was wiped and has no animation, so John Cura telesnaps over the off-air soundtrack is the best that exists	2026-09-21	640x480 25fps AAC	held before Sep 2026, provenance unrecorded | 640x480 H.264 AAC 2.0, about 163 MB, no subtitle track	1965-10-30	Outside the walls of Troy the Doctor is taken for Zeus and pressed by the Greeks to find a way into the city. Vicki is inside among the Trojans, and the siege is in its tenth year with both sides out of patience.
3	Main Show	Horse of Destruction	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only	no BBC release. The episode was wiped and has no animation, so John Cura telesnaps over the off-air soundtrack is the best that exists	2026-09-21	640x480 25fps AAC	held before Sep 2026, provenance unrecorded | 640x480 H.264 AAC 2.0, about 154 MB, no subtitle track	1965-11-06	Outside the walls of Troy the Doctor is taken for Zeus and pressed by the Greeks to find a way into the city. Vicki is inside among the Trojans, and the siege is in its tenth year with both sides out of patience.
3	Main Show	The Nightmare Begins	ok		1080p iPlayer, original version, H.264 AAC	1080p on BBC iPlayer, original version, PID p00v250v, expires Sep 2031. No UHD and no better transfer reported	2026-09-21	1920x1080 50fps AAC	get_iplayer | original version, PID p00v250v, dashfhd1, 1920x1080 50fps H.264 AAC 2.0, 11.88 Mbps, 2039 MB. The BBC subtitle track alongside it, house-styled	1965-11-13	The Daleks have gathered the delegates of the outer galaxies on Kembel and built a weapon around a core of taranium. Stealing the core buys the Doctor time and sets the whole alliance hunting him across space and centuries.
3	Main Show	Day of Armageddon	ok		576i PAL DVD	576i PAL Region 2 DVD. Season 3 is not in the Doctor Who: The Collection Blu-ray range and no set is announced. Searched 21 Sep 2026: PAL rips of The Ark (3.55 GB), The Gunfighters (3.74 GB) and The War Machines (3.83 GB) are listed and every one sits at zero seeders. The reachable alternatives both fail on cadence, so they would be a regression: Lost in Time on archive.org is the 2004 NTSC set and probes at 29.97fps, and the HD Final Test on the Celestial Toymaker animated item is 1508x1080 at 23.976fps	2026-09-21	720x480 29.97fps AC-3	archive.org DoctorWhoLostInTime | Lost in Time, the 2004 orphan-episodes box, The William Hartnell Years ISO. MPEG-2 720x480 29.970fps interlaced tt, AC-3 2.0 (2 tracks), English VobSub inside, 4.77 Mbps. MakeMKV title E1_t11, container change only. NTSC, so 29.97 converted from the 25fps master, and taken anyway: measured against the held copy it carries more real detail at every sample point once deinterlaced, on three times the bitrate, and its audio is 192 kbps AC-3 against 80 kbps MP3	1965-11-20	The Daleks have gathered the delegates of the outer galaxies on Kembel and built a weapon around a core of taranium. Stealing the core buys the Doctor time and sets the whole alliance hunting him across space and centuries.
3	Main Show	Devil's Planet	ok		1080p iPlayer, editorial version, H.264 AAC	1080p on BBC iPlayer, editorial version, PID p00v252r, expires Sep 2031. No UHD and no better transfer reported	2026-09-21	1920x1080 50fps AAC	get_iplayer | editorial version, PID p00v252r, dashfhd1, 1920x1080 50fps H.264 AAC 2.0, 11.84 Mbps, 2178 MB. The BBC subtitle track alongside it, house-styled	1965-11-27	The Daleks have gathered the delegates of the outer galaxies on Kembel and built a weapon around a core of taranium. Stealing the core buys the Doctor time and sets the whole alliance hunting him across space and centuries.
3	Main Show	The Traitors	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only	no BBC release. The episode was wiped and has no animation, so John Cura telesnaps over the off-air soundtrack is the best that exists	2026-09-21	640x480 25fps AAC	held before Sep 2026, provenance unrecorded | 640x480 H.264 AAC 2.0, about 154 MB, no subtitle track	1965-12-04	The Daleks have gathered the delegates of the outer galaxies on Kembel and built a weapon around a core of taranium. Stealing the core buys the Doctor time and sets the whole alliance hunting him across space and centuries.
3	Main Show	Counter Plot	ok		576i PAL DVD	576i PAL Region 2 DVD. Season 3 is not in the Doctor Who: The Collection Blu-ray range and no set is announced. Searched 21 Sep 2026: PAL rips of The Ark (3.55 GB), The Gunfighters (3.74 GB) and The War Machines (3.83 GB) are listed and every one sits at zero seeders. The reachable alternatives both fail on cadence, so they would be a regression: Lost in Time on archive.org is the 2004 NTSC set and probes at 29.97fps, and the HD Final Test on the Celestial Toymaker animated item is 1508x1080 at 23.976fps	2026-09-21	720x480 29.97fps AC-3	archive.org DoctorWhoLostInTime | Lost in Time, the 2004 orphan-episodes box, The William Hartnell Years ISO. MPEG-2 720x480 29.970fps interlaced tt, AC-3 2.0 (1 track), English VobSub inside, 4.58 Mbps. MakeMKV title E2_t05, container change only. NTSC, so 29.97 converted from the 25fps master, and taken anyway: measured against the held copy it carries more real detail at every sample point once deinterlaced, on three times the bitrate, and its audio is 192 kbps AC-3 against 80 kbps MP3	1965-12-11	The Daleks have gathered the delegates of the outer galaxies on Kembel and built a weapon around a core of taranium. Stealing the core buys the Doctor time and sets the whole alliance hunting him across space and centuries.
3	Main Show	Coronas of the Sun	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only	no BBC release. The episode was wiped and has no animation, so John Cura telesnaps over the off-air soundtrack is the best that exists	2026-09-21	640x480 25fps AAC	held before Sep 2026, provenance unrecorded | 640x480 H.264 AAC 2.0, about 155 MB, no subtitle track	1965-12-18	The Daleks have gathered the delegates of the outer galaxies on Kembel and built a weapon around a core of taranium. Stealing the core buys the Doctor time and sets the whole alliance hunting him across space and centuries.
3	Main Show	The Feast of Steven	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only	no BBC release. The episode was wiped and has no animation, so John Cura telesnaps over the off-air soundtrack is the best that exists	2026-09-21	640x480 25fps AAC	held before Sep 2026, provenance unrecorded | 640x480 H.264 AAC 2.0, about 154 MB, no subtitle track	1965-12-25	The Daleks have gathered the delegates of the outer galaxies on Kembel and built a weapon around a core of taranium. Stealing the core buys the Doctor time and sets the whole alliance hunting him across space and centuries.
3	Main Show	Volcano	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only	no BBC release. The episode was wiped and has no animation, so John Cura telesnaps over the off-air soundtrack is the best that exists	2026-09-21	640x480 25fps AAC	held before Sep 2026, provenance unrecorded | 640x480 H.264 AAC 2.0, about 155 MB, no subtitle track	1966-01-01	The Daleks have gathered the delegates of the outer galaxies on Kembel and built a weapon around a core of taranium. Stealing the core buys the Doctor time and sets the whole alliance hunting him across space and centuries.
3	Main Show	Golden Death	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only	no BBC release. The episode was wiped and has no animation, so John Cura telesnaps over the off-air soundtrack is the best that exists	2026-09-21	640x480 25fps AAC	held before Sep 2026, provenance unrecorded | 640x480 H.264 AAC 2.0, about 154 MB, no subtitle track	1966-01-08	The Daleks have gathered the delegates of the outer galaxies on Kembel and built a weapon around a core of taranium. Stealing the core buys the Doctor time and sets the whole alliance hunting him across space and centuries.
3	Main Show	Escape Switch	ok		576i PAL DVD	576i PAL Region 2 DVD. Season 3 is not in the Doctor Who: The Collection Blu-ray range and no set is announced. Searched 21 Sep 2026: PAL rips of The Ark (3.55 GB), The Gunfighters (3.74 GB) and The War Machines (3.83 GB) are listed and every one sits at zero seeders. The reachable alternatives both fail on cadence, so they would be a regression: Lost in Time on archive.org is the 2004 NTSC set and probes at 29.97fps, and the HD Final Test on the Celestial Toymaker animated item is 1508x1080 at 23.976fps	2026-09-21	720x480 29.97fps AC-3	archive.org DoctorWhoLostInTime | Lost in Time, the 2004 orphan-episodes box, The William Hartnell Years ISO. MPEG-2 720x480 29.970fps interlaced tt, AC-3 2.0 (1 track), English VobSub inside, 4.57 Mbps. MakeMKV title E3_t06, container change only. NTSC, so 29.97 converted from the 25fps master, and taken anyway: measured against the held copy it carries more real detail at every sample point once deinterlaced, on three times the bitrate, and its audio is 192 kbps AC-3 against 80 kbps MP3	1966-01-15	The Daleks have gathered the delegates of the outer galaxies on Kembel and built a weapon around a core of taranium. Stealing the core buys the Doctor time and sets the whole alliance hunting him across space and centuries.
3	Main Show	The Abandoned Planet	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only	no BBC release. The episode was wiped and has no animation, so John Cura telesnaps over the off-air soundtrack is the best that exists	2026-09-21	640x480 25fps AAC	held before Sep 2026, provenance unrecorded | 640x480 H.264 AAC 2.0, about 154 MB, no subtitle track	1966-01-22	The Daleks have gathered the delegates of the outer galaxies on Kembel and built a weapon around a core of taranium. Stealing the core buys the Doctor time and sets the whole alliance hunting him across space and centuries.
3	Main Show	Destruction of Time	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only	no BBC release. The episode was wiped and has no animation, so John Cura telesnaps over the off-air soundtrack is the best that exists	2026-09-21	640x480 25fps AAC	held before Sep 2026, provenance unrecorded | 640x480 H.264 AAC 2.0, about 152 MB, no subtitle track	1966-01-29	The Daleks have gathered the delegates of the outer galaxies on Kembel and built a weapon around a core of taranium. Stealing the core buys the Doctor time and sets the whole alliance hunting him across space and centuries.
3	Main Show	War of God	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only	no BBC release. The episode was wiped and has no animation, so John Cura telesnaps over the off-air soundtrack is the best that exists	2026-09-21	640x480 25fps AAC	held before Sep 2026, provenance unrecorded | 640x480 H.264 AAC 2.0, about 144 MB, no subtitle track	1966-02-05	In Paris in 1572 Steven is stranded among Huguenots while the Catholic court makes plans for the saint's day. Nobody will believe a warning, and the Doctor has vanished behind the face of an abbot.
3	Main Show	The Sea Beggar	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only	no BBC release. The episode was wiped and has no animation, so John Cura telesnaps over the off-air soundtrack is the best that exists	2026-09-21	640x480 25fps AAC	held before Sep 2026, provenance unrecorded | 640x480 H.264 AAC 2.0, about 155 MB, no subtitle track	1966-02-12	In Paris in 1572 Steven is stranded among Huguenots while the Catholic court makes plans for the saint's day. Nobody will believe a warning, and the Doctor has vanished behind the face of an abbot.
3	Main Show	Priest of Death	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only	no BBC release. The episode was wiped and has no animation, so John Cura telesnaps over the off-air soundtrack is the best that exists	2026-09-21	640x480 25fps AAC	held before Sep 2026, provenance unrecorded | 640x480 H.264 AAC 2.0, about 154 MB, no subtitle track	1966-02-19	In Paris in 1572 Steven is stranded among Huguenots while the Catholic court makes plans for the saint's day. Nobody will believe a warning, and the Doctor has vanished behind the face of an abbot.
3	Main Show	Bell of Doom	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only	no BBC release. The episode was wiped and has no animation, so John Cura telesnaps over the off-air soundtrack is the best that exists	2026-09-21	640x480 25fps AAC	held before Sep 2026, provenance unrecorded | 640x480 H.264 AAC 2.0, about 155 MB, no subtitle track	1966-02-26	In Paris in 1572 Steven is stranded among Huguenots while the Catholic court makes plans for the saint's day. Nobody will believe a warning, and the Doctor has vanished behind the face of an abbot.
3	Main Show	The Steel Sky	ok		576i PAL DVD	576i PAL Region 2 DVD. Season 3 is not in the Doctor Who: The Collection Blu-ray range and no set is announced. Searched 21 Sep 2026: PAL rips of The Ark (3.55 GB), The Gunfighters (3.74 GB) and The War Machines (3.83 GB) are listed and every one sits at zero seeders. The reachable alternatives both fail on cadence, so they would be a regression: Lost in Time on archive.org is the 2004 NTSC set and probes at 29.97fps, and the HD Final Test on the Celestial Toymaker animated item is 1508x1080 at 23.976fps	2026-09-21	704x528 25fps MP3	held before Sep 2026, provenance unrecorded | 704x528 MPEG-4 ASP (DivX era) MP3 2.0, about 365 MB, no subtitle track	1966-03-05	Ten million years on, the last humans carry Earth's population in miniature aboard a ship tended by the servile Monoids. A cold the travellers bring with them has no cure in this century, and the crew begin to fall ill.
3	Main Show	The Plague	ok		576i PAL DVD	576i PAL Region 2 DVD. Season 3 is not in the Doctor Who: The Collection Blu-ray range and no set is announced. Searched 21 Sep 2026: PAL rips of The Ark (3.55 GB), The Gunfighters (3.74 GB) and The War Machines (3.83 GB) are listed and every one sits at zero seeders. The reachable alternatives both fail on cadence, so they would be a regression: Lost in Time on archive.org is the 2004 NTSC set and probes at 29.97fps, and the HD Final Test on the Celestial Toymaker animated item is 1508x1080 at 23.976fps	2026-09-21	704x528 25fps MP3	held before Sep 2026, provenance unrecorded | 704x528 MPEG-4 ASP (DivX era) MP3 2.0, about 365 MB, no subtitle track	1966-03-12	Ten million years on, the last humans carry Earth's population in miniature aboard a ship tended by the servile Monoids. A cold the travellers bring with them has no cure in this century, and the crew begin to fall ill.
3	Main Show	The Return	ok		576i PAL DVD	576i PAL Region 2 DVD. Season 3 is not in the Doctor Who: The Collection Blu-ray range and no set is announced. Searched 21 Sep 2026: PAL rips of The Ark (3.55 GB), The Gunfighters (3.74 GB) and The War Machines (3.83 GB) are listed and every one sits at zero seeders. The reachable alternatives both fail on cadence, so they would be a regression: Lost in Time on archive.org is the 2004 NTSC set and probes at 29.97fps, and the HD Final Test on the Celestial Toymaker animated item is 1508x1080 at 23.976fps	2026-09-21	704x528 25fps MP3	held before Sep 2026, provenance unrecorded | 704x528 MPEG-4 ASP (DivX era) MP3 2.0, about 365 MB, no subtitle track	1966-03-19	Ten million years on, the last humans carry Earth's population in miniature aboard a ship tended by the servile Monoids. A cold the travellers bring with them has no cure in this century, and the crew begin to fall ill.
3	Main Show	The Bomb	ok		576i PAL DVD	576i PAL Region 2 DVD. Season 3 is not in the Doctor Who: The Collection Blu-ray range and no set is announced. Searched 21 Sep 2026: PAL rips of The Ark (3.55 GB), The Gunfighters (3.74 GB) and The War Machines (3.83 GB) are listed and every one sits at zero seeders. The reachable alternatives both fail on cadence, so they would be a regression: Lost in Time on archive.org is the 2004 NTSC set and probes at 29.97fps, and the HD Final Test on the Celestial Toymaker animated item is 1508x1080 at 23.976fps	2026-09-21	704x528 25fps MP3	held before Sep 2026, provenance unrecorded | 704x528 MPEG-4 ASP (DivX era) MP3 2.0, about 365 MB, no subtitle track	1966-03-26	Ten million years on, the last humans carry Earth's population in miniature aboard a ship tended by the servile Monoids. A cold the travellers bring with them has no cure in this century, and the crew begin to fall ill.
3	Animated Restoration	The Celestial Toyroom	ok		1080p iPlayer, original version, H.264 AAC	1080p on BBC iPlayer, original version, PID m002md6r, expires Sep 2031. No UHD and no better transfer reported	2026-09-21	1920x1080 50fps AAC	get_iplayer | original version, PID m002md6r, dashfhd1, 1920x1080 50fps H.264 AAC 2.0, 2.84 Mbps, 545 MB. The BBC subtitle track alongside it, house-styled	1966-04-02	An immortal who has grown bored of eternity takes the TARDIS crew into his realm and makes them play for it. The games look like children's puzzles, and losing one means staying in his house as a toy.
3	Animated Restoration	The Hall of Dolls	ok		1080p iPlayer, original version, H.264 AAC	1080p on BBC iPlayer, original version, PID m002md6s, expires Sep 2031. No UHD and no better transfer reported	2026-09-21	1920x1080 50fps AAC	get_iplayer | original version, PID m002md6s, dashfhd1, 1920x1080 50fps H.264 AAC 2.0, 3.05 Mbps, 587 MB. The BBC subtitle track alongside it, house-styled	1966-04-09	An immortal who has grown bored of eternity takes the TARDIS crew into his realm and makes them play for it. The games look like children's puzzles, and losing one means staying in his house as a toy.
3	Animated Restoration	The Dancing Floor	ok		1080p iPlayer, original version, H.264 AAC	1080p on BBC iPlayer, original version, PID m002md6v, expires Sep 2031. No UHD and no better transfer reported	2026-09-21	1920x1080 50fps AAC	get_iplayer | original version, PID m002md6v, dashfhd1, 1920x1080 50fps H.264 AAC 2.0, 3.39 Mbps, 635 MB. The BBC subtitle track alongside it, house-styled	1966-04-16	An immortal who has grown bored of eternity takes the TARDIS crew into his realm and makes them play for it. The games look like children's puzzles, and losing one means staying in his house as a toy.
3	Main Show	The Final Test	ok		1080p Blu-ray, the Celestial Toymaker animated release	1080p Blu-ray. The Celestial Toymaker was animated for 2024 and the disc carries the one surviving live-action episode in HD, as archive.org item the-celestial-toymaker-animated-color shows at 0.67 GB. iPlayer has this episode at sd only	2026-09-21	720x480 29.97fps AC-3	archive.org DoctorWhoLostInTime | Lost in Time, the 2004 orphan-episodes box, The William Hartnell Years ISO. MPEG-2 720x480 29.970fps interlaced tt, AC-3 2.0 (1 track), English VobSub inside, 4.39 Mbps. MakeMKV title E4_t07, container change only. NTSC, so 29.97 converted from the 25fps master, and taken anyway: measured against the held copy it carries more real detail at every sample point once deinterlaced, on three times the bitrate, and its audio is 192 kbps AC-3 against 80 kbps MP3	1966-04-23	An immortal who has grown bored of eternity takes the TARDIS crew into his realm and makes them play for it. The games look like children's puzzles, and losing one means staying in his house as a toy.
3	Main Show	A Holiday for the Doctor	ok		576i PAL DVD	576i PAL Region 2 DVD. Season 3 is not in the Doctor Who: The Collection Blu-ray range and no set is announced. Searched 21 Sep 2026: PAL rips of The Ark (3.55 GB), The Gunfighters (3.74 GB) and The War Machines (3.83 GB) are listed and every one sits at zero seeders. The reachable alternatives both fail on cadence, so they would be a regression: Lost in Time on archive.org is the 2004 NTSC set and probes at 29.97fps, and the HD Final Test on the Celestial Toymaker animated item is 1508x1080 at 23.976fps	2026-09-21	704x528 25fps MP3	held before Sep 2026, provenance unrecorded | 704x528 MPEG-4 ASP (DivX era) MP3 2.0, about 365 MB, no subtitle track	1966-04-30	The Doctor's toothache brings the travellers to Tombstone in search of a dentist, and the dentist turns out to be Doc Holliday. The Clanton brothers want Holliday dead, and they have decided the Doctor is him.
3	Main Show	Don't Shoot the Pianist	ok		576i PAL DVD	576i PAL Region 2 DVD. Season 3 is not in the Doctor Who: The Collection Blu-ray range and no set is announced. Searched 21 Sep 2026: PAL rips of The Ark (3.55 GB), The Gunfighters (3.74 GB) and The War Machines (3.83 GB) are listed and every one sits at zero seeders. The reachable alternatives both fail on cadence, so they would be a regression: Lost in Time on archive.org is the 2004 NTSC set and probes at 29.97fps, and the HD Final Test on the Celestial Toymaker animated item is 1508x1080 at 23.976fps	2026-09-21	704x528 25fps MP3	held before Sep 2026, provenance unrecorded | 704x528 MPEG-4 ASP (DivX era) MP3 2.0, about 365 MB, no subtitle track	1966-05-07	The Doctor's toothache brings the travellers to Tombstone in search of a dentist, and the dentist turns out to be Doc Holliday. The Clanton brothers want Holliday dead, and they have decided the Doctor is him.
3	Main Show	Johnny Ringo	ok		576i PAL DVD	576i PAL Region 2 DVD. Season 3 is not in the Doctor Who: The Collection Blu-ray range and no set is announced. Searched 21 Sep 2026: PAL rips of The Ark (3.55 GB), The Gunfighters (3.74 GB) and The War Machines (3.83 GB) are listed and every one sits at zero seeders. The reachable alternatives both fail on cadence, so they would be a regression: Lost in Time on archive.org is the 2004 NTSC set and probes at 29.97fps, and the HD Final Test on the Celestial Toymaker animated item is 1508x1080 at 23.976fps	2026-09-21	704x528 25fps MP3	held before Sep 2026, provenance unrecorded | 704x528 MPEG-4 ASP (DivX era) MP3 2.0, about 365 MB, no subtitle track	1966-05-14	The Doctor's toothache brings the travellers to Tombstone in search of a dentist, and the dentist turns out to be Doc Holliday. The Clanton brothers want Holliday dead, and they have decided the Doctor is him.
3	Main Show	The O.K. Corral	ok		576i PAL DVD	576i PAL Region 2 DVD. Season 3 is not in the Doctor Who: The Collection Blu-ray range and no set is announced. Searched 21 Sep 2026: PAL rips of The Ark (3.55 GB), The Gunfighters (3.74 GB) and The War Machines (3.83 GB) are listed and every one sits at zero seeders. The reachable alternatives both fail on cadence, so they would be a regression: Lost in Time on archive.org is the 2004 NTSC set and probes at 29.97fps, and the HD Final Test on the Celestial Toymaker animated item is 1508x1080 at 23.976fps	2026-09-21	704x528 25fps MP3	held before Sep 2026, provenance unrecorded | 704x528 MPEG-4 ASP (DivX era) MP3 2.0, about 365 MB, no subtitle track	1966-05-21	The Doctor's toothache brings the travellers to Tombstone in search of a dentist, and the dentist turns out to be Doc Holliday. The Clanton brothers want Holliday dead, and they have decided the Doctor is him.
